16:15:56.647538 IP 10.12.254.254 > 224.0.0.13: PIMv2, Hello, length 30
16:15:57.739539 IP 10.12.4.13.57621 > 10.12.255.255.57621: UDP, length 44
16:15:58.561593 ARP, Request who-has 10.12.19.23 (ff:ff:ff:ff:ff:ff) tell 10.12.100.171, length 46
16:15:59.815324 IP 10.12.100.171.38428 > 10.12.19.23.113: Flags [S], seq 2294531560, win 29200, options [mss 1460,sackOK,TS val 8577630 ecr 0,nop,wscale 7], length 0
16:15:59.815388 IP 10.12.100.171.44902 > 10.12.19.23.53: Flags [S], seq 1338330705, win 29200, options [mss 1460,sackOK,TS val 8577630 ecr 0,nop,wscale 7], length 0
16:15:59.815467 IP 10.12.100.171.34082 > 10.12.19.23.995: Flags [S], seq 1302612532, win 29200, options [mss 1460,sackOK,TS val 8577630 ecr 0,nop,wscale 7], length 0
16:15:59.815555 IP 10.12.100.171.53879 > 10.12.19.23.1025: Flags [S], seq 641091251, win 29200, options [mss 1460,sackOK,TS val 8577630 ecr 0,nop,wscale 7], length 0
16:15:59.865027 IP 10.12.100.171.45733 > 10.12.19.23.111: Flags [S], seq 2548356991, win 29200, options [mss 1460,sackOK,TS val 8577642 ecr 0,nop,wscale 7], length 0
16:15:59.865050 IP 10.12.100.171.59787 > 10.12.19.23.445: Flags [S], seq 2598995309, win 29200, options [mss 1460,sackOK,TS val 8577642 ecr 0,nop,wscale 7], length 0
16:15:59.865208 IP 10.12.100.171.37754 > 10.12.19.23.199: Flags [S], seq 1759177862, win 29200, options [mss 1460,sackOK,TS val 8577642 ecr 0,nop,wscale 7], length 0
16:15:59.865313 IP 10.12.100.171.35221 > 10.12.19.23.5900: Flags [S], seq 2925626026, win 29200, options [mss 1460,sackOK,TS val 8577642 ecr 0,nop,wscale 7], length 0
16:15:59.865316 IP 10.12.100.171.51813 > 10.12.19.23.8080: Flags [S], seq 2905058847, win 29200, options [mss 1460,sackOK,TS val 8577642 ecr 0,nop,wscale 7], length 0
16:15:59.865397 IP 10.12.100.171.32818 > 10.12.19.23.3389: Flags [S], seq 3074058659, win 29200, options [mss 1460,sackOK,TS val 8577642 ecr 0,nop,wscale 7], length 0
16:15:59.865501 IP 10.12.100.171.56108 > 10.12.19.23.587: Flags [S], seq 1463210265, win 29200, options [mss 1460,sackOK,TS val 8577642 ecr 0,nop,wscale 7], length 0
16:15:59.865505 IP 10.12.100.171.40528 > 10.12.19.23.143: Flags [S], seq 3358060453, win 29200, options [mss 1460,sackOK,TS val 8577642 ecr 0,nop,wscale 7], length 0
16:15:59.865569 IP 10.12.100.171.55380 > 10.12.19.23.554: Flags [S], seq 1308571120, win 29200, options [mss 1460,sackOK,TS val 8577642 ecr 0,nop,wscale 7], length 0
16:15:59.865626 IP 10.12.100.171.46775 > 10.12.19.23.135: Flags [S], seq 3305995880, win 29200, options [mss 1460,sackOK,TS val 8577642 ecr 0,nop,wscale 7], length 0
16:15:59.865650 IP 10.12.100.171.33676 > 10.12.19.23.21: Flags [S], seq 2435873033, win 29200, options [mss 1460,sackOK,TS val 8577642 ecr 0,nop,wscale 7], length 0
16:15:59.865652 IP 10.12.100.171.60606 > 10.12.19.23.22: Flags [S], seq 1732435027, win 29200, options [mss 1460,sackOK,TS val 8577642 ecr 0,nop,wscale 7], length 0
16:15:59.915264 IP 10.12.100.171.37764 > 10.12.19.23.199: Flags [S], seq 2386573918, win 29200, options [mss 1460,sackOK,TS val 8577655 ecr 0,nop,wscale 7], length 0
16:15:59.915278 IP 10.12.100.171.59799 > 10.12.19.23.445: Flags [S], seq 2463147315, win 29200, options [mss 1460,sackOK,TS val 8577655 ecr 0,nop,wscale 7], length 0
16:15:59.915280 IP 10.12.100.171.45747 > 10.12.19.23.111: Flags [S], seq 284379557, win 29200, options [mss 1460,sackOK,TS val 8577655 ecr 0,nop,wscale 7], length 0
16:15:59.915361 IP 10.12.100.171.35233 > 10.12.19.23.5900: Flags [S], seq 2092683234, win 29200, options [mss 1460,sackOK,TS val 8577655 ecr 0,nop,wscale 7], length 0
16:15:59.915365 IP 10.12.100.171.51825 > 10.12.19.23.8080: Flags [S], seq 1106401351, win 29200, options [mss 1460,sackOK,TS val 8577655 ecr 0,nop,wscale 7], length 0
16:15:59.915367 IP 10.12.100.171.32830 > 10.12.19.23.3389: Flags [S], seq 630080904, win 29200, options [mss 1460,sackOK,TS val 8577655 ecr 0,nop,wscale 7], length 0
16:15:59.915513 IP 10.12.100.171.56120 > 10.12.19.23.587: Flags [S], seq 3046134397, win 29200, options [mss 1460,sackOK,TS val 8577655 ecr 0,nop,wscale 7], length 0
16:15:59.915521 IP 10.12.100.171.40540 > 10.12.19.23.143: Flags [S], seq 3169217526, win 29200, options [mss 1460,sackOK,TS val 8577655 ecr 0,nop,wscale 7], length 0
16:15:59.915619 IP 10.12.100.171.55392 > 10.12.19.23.554: Flags [S], seq 2871780869, win 29200, options [mss 1460,sackOK,TS val 8577655 ecr 0,nop,wscale 7], length 0
16:15:59.915640 IP 10.12.100.171.46787 > 10.12.19.23.135: Flags [S], seq 1217146419, win 29200, options [mss 1460,sackOK,TS val 8577655 ecr 0,nop,wscale 7], length 0
16:15:59.915686 IP 10.12.100.171.60617 > 10.12.19.23.22: Flags [S], seq 4212463634, win 29200, options [mss 1460,sackOK,TS val 8577655 ecr 0,nop,wscale 7], length 0
16:15:59.915755 IP 10.12.100.171.33689 > 10.12.19.23.21: Flags [S], seq 494887483, win 29200, options [mss 1460,sackOK,TS val 8577655 ecr 0,nop,wscale 7], length 0
16:15:59.965246 IP 10.12.100.171.51891 > 10.12.19.23.1723: Flags [S], seq 3917893953, win 29200, options [mss 1460,sackOK,TS val 8577667 ecr 0,nop,wscale 7], length 0
16:15:59.965255 IP 10.12.100.171.46480 > 10.12.19.23.23: Flags [S], seq 1873713191, win 29200, options [mss 1460,sackOK,TS val 8577667 ecr 0,nop,wscale 7], length 0
16:15:59.965292 IP 10.12.100.171.46693 > 10.12.19.23.464: Flags [S], seq 460175700, win 29200, options [mss 1460,sackOK,TS val 8577667 ecr 0,nop,wscale 7], length 0
16:15:59.965295 IP 10.12.100.171.40126 > 10.12.19.23.1434: Flags [S], seq 554193419, win 29200, options [mss 1460,sackOK,TS val 8577667 ecr 0,nop,wscale 7], length 0
16:15:59.965351 IP 10.12.100.171.52050 > 10.12.19.23.6001: Flags [S], seq 918048966, win 29200, options [mss 1460,sackOK,TS val 8577667 ecr 0,nop,wscale 7], length 0
16:15:59.965354 IP 10.12.100.171.54354 > 10.12.19.23.3659: Flags [S], seq 3598202506, win 29200, options [mss 1460,sackOK,TS val 8577667 ecr 0,nop,wscale 7], length 0
16:15:59.965521 IP 10.12.100.171.43279 > 10.12.19.23.32773: Flags [S], seq 2710109906, win 29200, options [mss 1460,sackOK,TS val 8577667 ecr 0,nop,wscale 7], length 0
16:15:59.965529 IP 10.12.100.171.37315 > 10.12.19.23.2121: Flags [S], seq 3663281762, win 29200, options [mss 1460,sackOK,TS val 8577667 ecr 0,nop,wscale 7], length 0
16:15:59.965621 IP 10.12.100.171.35094 > 10.12.19.23.7800: Flags [S], seq 3158069101, win 29200, options [mss 1460,sackOK,TS val 8577667 ecr 0,nop,wscale 7], length 0
16:15:59.965629 IP 10.12.100.171.60336 > 10.12.19.23.726: Flags [S], seq 774930882, win 29200, options [mss 1460,sackOK,TS val 8577667 ecr 0,nop,wscale 7], length 0
16:15:59.965716 IP 10.12.100.171.52083 > 10.12.19.23.992: Flags [S], seq 2295652155, win 29200, options [mss 1460,sackOK,TS val 8577667 ecr 0,nop,wscale 7], length 0
16:15:59.965767 IP 10.12.100.171.49440 > 10.12.19.23.9999: Flags [S], seq 178237263, win 29200, options [mss 1460,sackOK,TS val 8577667 ecr 0,nop,wscale 7], length 0
16:16:00.015608 IP 10.12.100.171.40864 > 10.12.19.23.443: Flags [S], seq 315705220, win 29200, options [mss 1460,sackOK,TS val 8577680 ecr 0,nop,wscale 7], length 0
16:16:00.015639 IP 10.12.19.23.443 > 10.12.100.171.40864: Flags [R.], seq 0, ack 315705221, win 0, length 0
16:16:00.015652 IP 10.12.100.171.54362 > 10.12.19.23.3659: Flags [S], seq 989279807, win 29200, options [mss 1460,sackOK,TS val 8577680 ecr 0,nop,wscale 7], length 0
16:16:00.015656 IP 10.12.100.171.52060 > 10.12.19.23.6001: Flags [S], seq 2122970305, win 29200, options [mss 1460,sackOK,TS val 8577680 ecr 0,nop,wscale 7], length 0
16:16:00.015657 IP 10.12.100.171.40138 > 10.12.19.23.1434: Flags [S], seq 2895692916, win 29200, options [mss 1460,sackOK,TS val 8577680 ecr 0,nop,wscale 7], length 0
16:16:00.015659 IP 10.12.100.171.46707 > 10.12.19.23.464: Flags [S], seq 3471679409, win 29200, options [mss 1460,sackOK,TS val 8577680 ecr 0,nop,wscale 7], length 0
16:16:00.015661 IP 10.12.100.171.46496 > 10.12.19.23.23: Flags [S], seq 2618244204, win 29200, options [mss 1460,sackOK,TS val 8577680 ecr 0,nop,wscale 7], length 0
16:16:00.015772 IP 10.12.100.171.52091 > 10.12.19.23.992: Flags [S], seq 3676722313, win 29200, options [mss 1460,sackOK,TS val 8577680 ecr 0,nop,wscale 7], length 0
16:16:00.015876 IP 10.12.100.171.60346 > 10.12.19.23.726: Flags [S], seq 806854945, win 29200, options [mss 1460,sackOK,TS val 8577680 ecr 0,nop,wscale 7], length 0
16:16:00.015885 IP 10.12.100.171.35106 > 10.12.19.23.7800: Flags [S], seq 1302889980, win 29200, options [mss 1460,sackOK,TS val 8577680 ecr 0,nop,wscale 7], length 0
16:16:00.015887 IP 10.12.100.171.37329 > 10.12.19.23.2121: Flags [S], seq 2380283115, win 29200, options [mss 1460,sackOK,TS val 8577680 ecr 0,nop,wscale 7], length 0
16:16:00.015888 IP 10.12.100.171.43295 > 10.12.19.23.32773: Flags [S], seq 3836388729, win 29200, options [mss 1460,sackOK,TS val 8577680 ecr 0,nop,wscale 7], length 0
16:16:00.016042 IP 10.12.100.171.49452 > 10.12.19.23.9999: Flags [S], seq 173916477, win 29200, options [mss 1460,sackOK,TS val 8577680 ecr 0,nop,wscale 7], length 0
16:16:00.016062 IP 10.12.100.171.51915 > 10.12.19.23.1723: Flags [S], seq 1286800776, win 29200, options [mss 1460,sackOK,TS val 8577680 ecr 0,nop,wscale 7], length 0
16:16:00.016064 IP 10.12.100.171.59127 > 10.12.19.23.3031: Flags [S], seq 3148524620, win 29200, options [mss 1460,sackOK,TS val 8577680 ecr 0,nop,wscale 7], length 0
16:16:00.016065 IP 10.12.100.171.32805 > 10.12.19.23.255: Flags [S], seq 2110461982, win 29200, options [mss 1460,sackOK,TS val 8577680 ecr 0,nop,wscale 7], length 0
16:16:00.016111 IP 10.12.100.171.56232 > 10.12.19.23.3871: Flags [S], seq 2269059723, win 29200, options [mss 1460,sackOK,TS val 8577680 ecr 0,nop,wscale 7], length 0
16:16:00.016158 IP 10.12.100.171.55429 > 10.12.19.23.1001: Flags [S], seq 2191618508, win 29200, options [mss 1460,sackOK,TS val 8577680 ecr 0,nop,wscale 7], length 0
16:16:00.016162 IP 10.12.100.171.38957 > 10.12.19.23.8011: Flags [S], seq 4205313131, win 29200, options [mss 1460,sackOK,TS val 8577680 ecr 0,nop,wscale 7], length 0
16:16:00.016163 IP 10.12.100.171.32967 > 10.12.19.23.5190: Flags [S], seq 712284121, win 29200, options [mss 1460,sackOK,TS val 8577680 ecr 0,nop,wscale 7], length 0
16:16:00.016165 IP 10.12.100.171.49377 > 10.12.19.23.51493: Flags [S], seq 2464378822, win 29200, options [mss 1460,sackOK,TS val 8577680 ecr 0,nop,wscale 7], length 0
16:16:00.016224 IP 10.12.100.171.33875 > 10.12.19.23.19101: Flags [S], seq 1118334847, win 29200, options [mss 1460,sackOK,TS val 8577680 ecr 0,nop,wscale 7], length 0
16:16:00.016227 IP 10.12.100.171.37922 > 10.12.19.23.32775: Flags [S], seq 3351917358, win 29200, options [mss 1460,sackOK,TS val 8577680 ecr 0,nop,wscale 7], length 0
16:16:00.016229 IP 10.12.100.171.40589 > 10.12.19.23.32778: Flags [S], seq 1169635017, win 29200, options [mss 1460,sackOK,TS val 8577680 ecr 0,nop,wscale 7], length 0
16:16:00.016296 IP 10.12.100.171.39390 > 10.12.19.23.6788: Flags [S], seq 1023260558, win 29200, options [mss 1460,sackOK,TS val 8577680 ecr 0,nop,wscale 7], length 0
16:16:00.016299 IP 10.12.100.171.40775 > 10.12.19.23.6543: Flags [S], seq 4113299769, win 29200, options [mss 1460,sackOK,TS val 8577680 ecr 0,nop,wscale 7], length 0
16:16:00.016301 IP 10.12.100.171.57297 > 10.12.19.23.4003: Flags [S], seq 1360445293, win 29200, options [mss 1460,sackOK,TS val 8577680 ecr 0,nop,wscale 7], length 0
16:16:00.016433 IP 10.12.100.171.56933 > 10.12.19.23.9535: Flags [S], seq 3451634533, win 29200, options [mss 1460,sackOK,TS val 8577680 ecr 0,nop,wscale 7], length 0
16:16:00.016440 IP 10.12.100.171.49062 > 10.12.19.23.32785: Flags [S], seq 4043333794, win 29200, options [mss 1460,sackOK,TS val 8577680 ecr 0,nop,wscale 7], length 0
16:16:00.016441 IP 10.12.100.171.37660 > 10.12.19.23.8007: Flags [S], seq 401693987, win 29200, options [mss 1460,sackOK,TS val 8577680 ecr 0,nop,wscale 7], length 0
16:16:00.016443 IP 10.12.100.171.54783 > 10.12.19.23.6100: Flags [S], seq 1036518498, win 29200, options [mss 1460,sackOK,TS val 8577680 ecr 0,nop,wscale 7], length 0
16:16:00.016504 IP 10.12.100.171.44329 > 10.12.19.23.497: Flags [S], seq 3700863686, win 29200, options [mss 1460,sackOK,TS val 8577680 ecr 0,nop,wscale 7], length 0
16:16:00.016508 IP 10.12.100.171.33506 > 10.12.19.23.3268: Flags [S], seq 1870273315, win 29200, options [mss 1460,sackOK,TS val 8577680 ecr 0,nop,wscale 7], length 0
16:16:00.016522 IP 10.12.100.171.34254 > 10.12.19.23.4444: Flags [S], seq 2826375857, win 29200, options [mss 1460,sackOK,TS val 8577680 ecr 0,nop,wscale 7], length 0
16:16:00.016663 IP 10.12.100.171.35369 > 10.12.19.23.425: Flags [S], seq 3623392908, win 29200, options [mss 1460,sackOK,TS val 8577680 ecr 0,nop,wscale 7], length 0
16:16:00.016666 IP 10.12.100.171.34868 > 10.12.19.23.16113: Flags [S], seq 530396921, win 29200, options [mss 1460,sackOK,TS val 8577680 ecr 0,nop,wscale 7], length 0
16:16:00.016668 IP 10.12.100.171.54727 > 10.12.19.23.1031: Flags [S], seq 1388696035, win 29200, options [mss 1460,sackOK,TS val 8577680 ecr 0,nop,wscale 7], length 0
16:16:00.016786 IP 10.12.100.171.35892 > 10.12.19.23.50006: Flags [S], seq 2753926134, win 29200, options [mss 1460,sackOK,TS val 8577680 ecr 0,nop,wscale 7], length 0
16:16:00.016793 IP 10.12.100.171.47093 > 10.12.19.23.1052: Flags [S], seq 2609557841, win 29200, options [mss 1460,sackOK,TS val 8577680 ecr 0,nop,wscale 7], length 0
